weight,firstName,middleName,lastName,currentTeamId,birthDate,height,wyId,foot,shortName,currentNationalTeamId
82,Giulio,,Donati,2460,1990-02-05,178,21469,right,G. Donati,null
83,Alex,,Cordaz,3197,1983-01-01,188,21494,right,A. Cordaz,null
70,Daniele,,Baselli,3185,1992-02-12,182,21507,right,D. Baselli,3757
77,Santiago,,Mina Lorenzo,674,1995-12-07,181,250885,right,Santi Mina,null
74,Eros,,Schiavon,3204,1983-04-24,178,21517,right,E. Schiavon,null
0,Hugo,,Duro Perales,698,1999-11-10,0,545811,left,Hugo Duro,null
75,Federico,,Ceccherini,3197,1992-05-11,187,21528,right,F. Ceccherini,null
75,Gabriel Mois\u00e9s,,Antunes da Silva,3782,1991-05-13,179,21550,left,Gabriel Silva,null
80,Ivan,,Radovanovi\u0107,3165,1988-08-29,186,21564,right,I. Radovanovi\u0107,null
80,Marco,,Silvestri,3194,1991-03-02,191,21573,right,M. Silvestri,null
63,Federico,,Ricci,3197,1994-05-27,175,250956,left,F. Ricci,null
81,Fabrizio,,Cacciatore,3165,1986-10-08,182,21607,right,F. Cacciatore,null
77,Ole Kristian,,Seln\u00e6s,3782,1994-07-07,187,54380,left,O. Seln\u00e6s,7336
88,Jasmin,,Kurti\u010d,3204,1989-01-10,186,21620,right,J. Kurti\u010d,12046
76,Mahmoud Abdul Monem,,Abdelhamid Soliman,16469,1994-04-13,182,119932,right,Mahmoud Kahraba,16129
80,Eugenio,,Lamanna,3193,1989-08-07,186,21636,right,E. Lamanna,null
83,Luca,,Ceppitelli,3173,1989-08-11,186,21639,right,L. Ceppitelli,null
83,Ahmed,,Hegazy,1627,1991-01-25,193,119951,right,Ahmed Hegazy,16129
66,Adrian Marius,,Stoian,3197,1991-02-11,178,21655,right,A. Stoian,null
78,Lorenzo,,Del Pinto,3219,1990-06-17,180,21678,right,L. Del Pinto,null
79,Filippo,,Romagna,3173,1997-05-26,186,283832,right,F. Romagna,3763
81,Bj\u00f6rn,,Bergmann Sigur\u00f0arson,13897,1991-02-26,186,54495,right,B. Sigur\u00f0arson,7839
82,Rune ,,Almenning Jarstein,2457,1984-09-29,190,54579,right,R. Jarstein,7336
69,Federico,,Chiesa,3176,1997-10-25,175,447804,right,F. Chiesa,3757
73,Youssef,,En-Nesyri,712,1997-06-01,189,447821,left,Y. En-Nesyri,16216
80,Andrea,,Seculin,3165,1990-07-14,190,21840,right,A. Seculin,null
78,Cristiano,,Biraghi,3176,1992-09-01,183,21842,left,C. Biraghi,null
75,Diego,,Falcinelli,3176,1991-06-20,185,21861,left,D. Falcinelli,null
65,Marco,,Sau,3173,1987-11-03,169,21865,right,M. Sau,null
77,Luca,,Antei,3219,1992-04-19,188,21872,right,L. Antei,null
66,Sergio,,Gont\u00e1n Gallardo,683,1991-12-27,172,21894,right,Keko,null
85,Marco,,Festa,3197,1992-06-06,190,21900,right,M. Festa,null
80,Marwan,,Mohsen,16041,1989-02-26,184,120225,right,Marwan Mohsen,16129
80,Camilo Andr\u00e9s,,Vargas Gil,12394,1989-03-09,185,91039,right,C. Vargas,12430
73,Niccol\u00f2,,Giannetti,3173,1991-05-12,181,21959,right,N. Giannetti,null
72,Jos\u00e9 Manuel,,Garc\u00eda Naranjo,712,1994-07-28,182,265807,right,Jos\u00e9 Naranjo,null
80,Andrey,,Lunev,13885,1991-11-13,189,101971,right,A. Lunev,14358
70,Hee-Chan,,Hwang,8743,1996-01-26,177,349687,right,Hwang Hee-Chan,14855
88,Andrey,,Galabinov,3193,1988-11-27,190,22020,right,A. Galabinov,9400
71,Christian,,Fr\u00fcchtl,2444,2000-01-28,193,396887,left,C. Fr\u00fcchtl,null
70,Mohamed Naser,,Elsayed Elneny,1609,1992-07-11,180,120339,right,Mohamed Elneny,16129
74,Markel,,Bergara Larra\u00f1aga,698,1986-05-05,180,3674,right,Markel Bergara,null
72,Mohamed ,,Salah Ghaly,1612,1992-06-15,175,120353,left,Mohamed Salah,16129
83,Francesco,,Rossi,3172,1991-04-27,193,22053,right,F. Rossi,null
82,Papiss Mison,,Djilobodji,3804,1988-12-01,193,25524,left,P. Djilobodji,null
96,Antonio,,Donnarumma,3157,1990-07-07,192,22085,right,A. Donnarumma,null
83,Antonio Aldo,,Caracciolo,3194,1990-06-30,185,22093,right,A. Caracciolo,null
68,Isma\u00efla,,Sarr,3774,1998-02-25,178,448079,right,I. Sarr,19314
71,Marcel,,B\u00fcchel,3194,1991-03-18,175,22099,left,M. B\u00fcchel,null
67,M\u00e1rio Rui,,Silva Duarte,3187,1991-05-27,170,22107,left,M\u00e1rio Rui,9905
70,Nicholas,,Pierini,3315,1998-08-06,180,415348,right,N. Pierini,null
74,Pietro,,Iemmello,3219,1992-03-06,179,22135,right,P. Iemmello,null
73,Isaac,,Cofie,3193,1991-09-20,180,22158,right,I. Cofie,null
79,Francesco,,Magnanelli,3315,1984-11-12,181,22162,right,F. Magnanelli,null
77,Simone,,Missiroli,3315,1986-05-23,191,22163,right,S. Missiroli,null
73,Marko,,Rog ,3187,1995-07-19,180,284315,right,M. Rog,null
78,Bruno,,Martella,3197,1992-08-14,184,22185,left,B. Martella,null
84,Simone,,Zaza,674,1991-06-25,186,22202,left,S. Zaza,3757
82,Gianmarco,,Ferrari,3164,1992-02-15,189,22270,left,G. Ferrari,null
74,Ondrej,,Duda,2457,1994-12-05,181,218896,right,O. Duda,14496
71,Ledian,,Memushaj,3219,1986-12-07,175,22323,right,L. Memushaj,8731
70,Josip,,Brekalo,2451,1998-06-23,175,284469,right,J. Brekalo,9604
80,Yassine,,Bounou,756,1991-04-05,192,120631,left,Y. Bounou,16216
66,Cengiz,,\u00dcnder,3158,1997-07-14,173,350032,left,C. \u00dcnder,4687
78,Achraf,,Lazaar,3219,1992-01-22,184,218971,left,A. Lazaar,null
75,Andrea,,Tozzo,3164,1992-08-30,192,218982,left,A. Tozzo,null
70,Ibrahima,,M'baye,3166,1994-11-19,188,22377,right,I. M'baye,null
77,Jannes-Kilian,,Horn,2463,1997-02-06,186,284524,left,J. Horn,3155
75,Daniel,,Bessa,3193,1993-01-14,178,22381,right,Daniel Bessa,null
78,Joseph Alfred,,Duncan,3315,1993-03-10,178,22383,left,A. Duncan,null
79,Oussama,,Haddadi,3804,1992-01-28,184,120717,left,O. Haddadi,16276
66,Ailton,,Ferreira Silva,9623,1995-03-16,181,284580,left,Ailton,null
93,St\u00e9phane,,Ruffier,3782,1986-09-27,188,25845,right,S. Ruffier,null
75,Ferjani,,Sassi,16054,1992-03-18,177,120853,right,F. Sassi,16276
84,Vid,,Belec,3164,1990-06-06,192,22552,right,V. Belec,12046
75,Francesco,,Migliore,3193,1988-04-17,173,22559,left,F. Migliore,null
78,Pietro,,Pellegri,19830,2001-03-17,188,481329,right,P. Pellegri,null
68,Nicola,,Sansone,682,1991-09-10,175,22578,right,N. Sansone,null
74,Fabio,,Depaoli,3165,1997-04-24,182,415809,right,F. Depaoli,3763
80,Fabio,,Lucioni,3219,1987-09-25,185,22614,right,F. Lucioni,null
87,Oleg,,Ivanov,13898,1986-08-04,192,102083,right,O. Ivanov,null
79,Gabriele,,Angella,3163,1989-04-28,189,22677,right,G. Angella,null
76,Benito Nicolas,,Viola,3219,1989-10-12,180,22695,left,N. Viola,null
78,Antonino,,Ragusa,3315,1990-03-27,183,22699,right,A. Ragusa,null
77,Fabio,,Pisacane,3173,1986-01-28,178,22732,right,F. Pisacane,null
71,Adama,,Niane,3795,1993-06-16,181,219350,right,A. Niane,19001
90,Joachim,,Andersen,3164,1996-05-31,190,145787,right,J. Andersen,7719
72,V\u00edctor,,S\u00e1nchez Mata,691,1987-09-08,174,3797,right,V\u00edctor S\u00e1nchez,null
75,Luigi,,Sepe,3187,1991-05-08,185,22817,left,L. Sepe,null
70,Anatoliy,,Tymoshchuk,,1979-03-30,181,14729,right,A. Tymoshchuk,null
90,Dan-Axel,,Zagadou,2447,1999-06-03,196,397028,left,D. Zagadou,null
76,Armando,,Izzo,3193,1992-03-02,183,22883,right,A. Izzo,null
75,Stanley,,Nsoki,3767,1999-04-09,185,397030,left,S. Nsoki,null
78,Leonardo,,Pavoletti,3173,1988-11-26,188,22933,right,L. Pavoletti,null
80,Anthony,,Racioppi,3766,1998-12-31,186,397039,right,A. Racioppi,null
76,Franck Yannick,,Kessi\u00e9,3157,1996-12-19,183,285109,right,F. Kessi\u00e9,null
84,Ra\u00fal,,Rodr\u00edguez Navas,687,1988-05-11,186,3828,right,Ra\u00fal Navas,null
73,Nathan Allan,,de Souza,5653,1996-03-13,177,285139,right,Nathan,null
79,Gregoire ,,Defrel,3158,1991-06-17,180,23149,left,G. Defrel,null
80,Luk\u00e1\u0161,,Hr\u00e1deck\u00fd,2462,1989-11-24,190,55951,right,L. Hradecky,4849
77,Martin,,Braithwaite,1620,1991-06-05,177,55968,right,M. Braithwaite,7712
67,Cristian,,Gamboa Luna,8508,1989-10-24,175,55977,right,C. Gamboa,16871
79,Mathias,,Jattah-Njie J\u00f8rgensen,1673,1990-04-23,191,55979,right,M. J\u00f8rgensen,7712
88,Bruno,,Petkovi\u0107,3194,1994-09-16,192,252589,right,B. Petkovi\u0107,null
65,Bryan,,Oviedo,1632,1990-02-18,172,55982,left,B. Oviedo,16871
71,Thomas,,Delaney,2447,1991-09-03,182,55990,left,T. Delaney,7712
81,Nolan,,Roux,3777,1988-03-01,182,25716,right,N. Roux,null
68,Riza,,Durmisi,684,1994-01-08,168,56009,left,R. Durmisi,null
83,Borja,,Gonz\u00e1lez Tom\u00e1s,683,1992-08-25,186,3875,right,Borja Bast\u00f3n,null
68,Michael,,Krohn-Dehli,677,1983-06-06,170,56025,right,M. Krohn-Dehli,7712
81,Jens Stryger,,Larsen,3163,1991-02-21,180,56026,right,J. Stryger Larsen,7712
74,Marcel,,Schmelzer,2447,1988-01-22,180,14800,left,M. Schmelzer,null
88,Jonas,,L\u00f6ssl,1673,1989-02-01,195,56038,right,J. L\u00f6ssl,7712
90,Ivan,,Vargi\u0107,3162,1987-03-15,192,69417,right,I. Vargi\u0107,null
80,Sadiq,,Umar,18,1997-02-02,192,350992,right,S. Umar,null
78,Digbo G'nampa Habib,,Ma\u00efga,13905,1996-01-01,181,285457,right,H. Ma\u00efga,null
66,Diego,,da Silva Farias,3173,1990-05-10,173,23314,right,Diego Farias,null
76,Gianluigi,,Donnarumma,3157,1999-02-25,198,350999,right,G. Donnarumma,3757
75,Patrick,,Cutrone,3157,1998-01-03,184,351010,right,P. Cutrone,null
91,Francis Odinaka,,Uzoho,859,1998-10-28,196,285491,right,F. Uzoho,16823
90,Isaac ,,Ajayi Success,683,1996-01-07,182,285509,right,I. Success,null
80,Luca,,Rizzo,3172,1992-04-24,185,23386,right,L. Rizzo,null
82,Andy,,Delort,3780,1991-10-09,182,25745,right,A. Delort,null
75,Sadio,,Man\u00e9,1612,1992-04-10,175,25747,right,S. Man\u00e9,19314
73,Marco Ezio,,Fossati,3194,1992-10-05,180,23427,right,M. Fossati,null
70,Sofyan,,Amrabat,12,1996-08-21,182,285590,right,S. Amrabat,16216
81,Kouakou Herv\u00e9,,Koffi,3776,1996-10-16,186,408052,right,H. Koffi,null
71,Mahmoud Ibrahim,,Hassan,4551,1994-10-01,179,220112,right,Tr\u00e9z\u00e9guet,16129
78,Yussuf,,Yurary Poulsen,2975,1994-06-15,193,56274,right,Y. Poulsen,7712
69,Marcos Javier,,Acu\u00f1a,9608,1991-10-28,172,89073,left,M. Acu\u00f1a,12274
75,Landry Nany,,Dimata,2451,1997-09-01,184,285727,right,L. Dimata,5635
69,Paulo Bruno,,Exequiel Dybala,3159,1993-11-15,177,89186,left,P. Dybala,12274
70,Aron,,J\u00f3hannsson,2443,1990-11-10,184,56424,right,A. J\u00f3hannsson,null
80,Lukas,,Lerager,3772,1993-07-12,185,56441,right,L. Lerager,7712
87,Marco,,Sportiello,3176,1992-05-10,192,23705,right,M. Sportiello,null
70,Zaydou,,Youssouf,3772,1999-07-11,178,482491,left,Z. Youssouf,null
80,Paolo Pancrazio,,Farag\u00f2,3173,1993-02-12,187,220359,right,P. Farag\u00f2,null
72,Chadrac,,Akolo,2445,1995-04-01,172,328131,right,C. Akolo,18538
0,Ismael,,Aaneba,3779,1999-05-29,0,449882,right,I. Aaneba,null
85,Marcus,,Berg,16926,1986-08-17,184,14908,right,M. Berg,7047
82,Jos\u00e9 Paolo,,Guerrero Gonz\u00e1lez,5644,1984-01-01,185,14909,right,P. Guerrero,15594
74,Benjamin,,Leroy,3804,1989-04-07,184,253312,right,B. Leroy,null
79,Bakery,,Jatta,2450,1998-06-06,184,449921,right,B. Jatta,null
78,Alexis,,Blin,3780,1996-09-16,184,253333,right,A. Blin,null
74,Mehdi Pascal Marcel,,L\u00e9ris,3165,1998-05-23,185,449978,right,M. L\u00e9ris,null
72,Amine,,Gouiri,3766,2000-02-16,180,449985,right,A. Gouiri,4423
74,Claud,,Adjapong,3315,1998-05-06,180,417231,right,C. Adjapong,3763
71,Charles Mariano,,Ar\u00e1nguiz Sandoval,2446,1989-04-17,171,89559,left,C. Ar\u00e1nguiz,null
74,Francesco,,Zampano,3163,1993-09-30,178,24024,right,F. Zampano,null
82,Alex,,Meret,3204,1997-03-22,190,286215,left,A. Meret,null
68,Nicol\u00f2,,Barella,3173,1997-02-07,172,286223,right,N. Barella,null
77,Gianfilippo,,Felicioli,3194,1997-09-30,180,286225,left,G. Felicioli,3764
75,Manuel,,Locatelli,3157,1998-01-08,185,286226,right,M. Locatelli,3763
0,Vagner Jos\u00e9,,Dias Gon\u00e7alves,3782,1996-01-10,0,351851,right,Vagner,null
76,Thomas Teye,,Partey,679,1993-06-13,185,217031,right,Thomas,null
92,Issa,,Diop,3780,1997-01-09,194,286380,right,I. Diop,4425
75,Enock,,Kwateng,3770,1997-04-09,183,286381,right,E. Kwateng,null
63,Cl\u00e9ment,,Michelin,3780,1997-05-11,178,286382,right,C. Michelin,4426
61,Arnaud,,Lusamba,3775,1997-01-04,180,286388,right,A. Lusamba,null
67,Ousmane,,Demb\u00e9l\u00e9,676,1997-05-15,178,286390,both,O. Demb\u00e9l\u00e9,4418
77,Ole,,K\u00e4uper,2443,1997-01-09,187,286404,right,O. K\u00e4uper,null
72,Massimo,,Coda,3219,1988-11-10,184,24269,right,M. Coda,null
74,Mauro Wilney,,Arambarri Rosa,698,1995-09-30,175,286448,right,M. Arambarri,null
65,Fahad Mosaed,,Al Muwallad Al Harbi,16469,1994-09-14,168,122623,right,Fahad Al Muwallad,16521
75,Matthieu,,Udol,3777,1996-03-20,178,286506,left,M. Udol,null
74,Daler,,Kuzyaev,13885,1993-01-15,182,220971,right,D. Kuzyaev,14358
77,Baptiste,,Guillaume,3799,1995-06-16,189,253784,right,B. Guillaume,null
65,Hakim,,Ziyech,9,1993-03-19,180,221039,left,H. Ziyech,16216
75,Timo,,Letschert,3315,1993-05-25,188,221047,right,T. Letschert,null
81,Ji\u0159\u00ed,,Pavlenka,2443,1992-04-14,196,253822,right,J. Pavlenka,11555
72,Salem Mohammed,,Al Dawsari,16467,1991-08-19,171,122832,right,Salem Al Dawsari,16521
82,Alexander,,Hack,2460,1993-09-08,193,221172,left,A. Hack,null
83,R\u00fanar M\u00e1r,,Sigurj\u00f3nsson,6410,1990-06-18,178,57333,right,R. Sigurj\u00f3nsson,null
70,Patrick,,Herrmann,2454,1991-02-12,179,15018,right,P. Herrmann,null
75,Sverrir Ingi,,Ingason,13897,1993-08-05,188,57347,right,S. Ingason,7839
63,Gabriel,,Boschilia,19830,1996-03-05,172,255320,left,Boschilia,6388
76,Marco,,Asensio Willemsen,675,1996-01-21,182,288091,left,Marco Asensio,1598
74,Ermedin,,Demirovi\u0107,696,1998-03-25,184,352328,right,E. Demirovi\u0107,10007
71,Arn\u00f3r Ingvi,,Traustason,6709,1993-04-30,182,57480,right,A. Traustason,7839
84,Giacomo,,Poluzzi,3204,1988-02-25,186,24725,left,G. Poluzzi,null
83,Erick Antonio,,Pulgar Farf\u00e1n,3166,1994-01-15,186,90268,right,E. Pulgar,12381
79,Ville Matti,,Steinmann,2450,1995-01-08,189,221376,right,M. Steinmann,null
80,Felix,,Eboa Eboa,3785,1997-04-17,186,286915,right,F. Eboa Eboa,null
70,Fod\u00e9 ,,Ballo Tour\u00e9,3776,1997-01-03,182,286917,left,F. Tour\u00e9,null
63,\u00d3scar,,Melendo Jim\u00e9nez,691,1997-08-23,167,450784,left,\u00d3scar Melendo,null
77,Philipp,,Max,2481,1993-09-30,177,221411,left,P. Max,null
74,Iv\u00e1n,,L\u00f3pez \u00c1lvarez,695,1994-06-29,174,254189,right,Ivi,null
84,Mikel,,Vesga Arruti,678,1993-04-08,191,286963,left,Vesga,null
69,Santiago Lionel,,Ascac\u00edbar,2445,1997-02-25,168,413737,right,S. Ascac\u00edbar,null
76,Charles ,,D\u00edas Barbosa de Oliveira,701,1984-04-04,179,385273,right,Charles,null
76,Iv\u00e1n,,Villar Mart\u00ednez,695,1997-07-09,183,286974,right,Iv\u00e1n Villar,1604
75,Antonio,,Sivera Salv\u00e1,696,1996-08-11,184,286981,right,Antonio Sivera,1604
63,Gaetano,,Letizia,3219,1990-06-29,173,24838,right,G. Letizia,null
72,Vincenzo,,Grifo,2454,1993-04-07,180,221452,right,V. Grifo,null
73,Adri\u00e1n,,Mar\u00edn G\u00f3mez,682,1997-01-09,181,286994,left,Adri\u00e1n Mar\u00edn,null
65,Moussa,,Diaby,3197,1999-07-07,170,419204,left,M. Diaby,4423
70,Benito,,Ram\u00edrez del Toro,714,1995-07-11,175,287003,left,Benito Ram\u00edrez,null
63,Manuel,,Pucciarelli,3165,1991-06-17,174,24964,right,M. Pucciarelli,null
79,\u015etefan Daniel,,Radu,3162,1986-10-22,183,20550,left,\u015e. Radu,null
67,\u00c1ngel Mart\u00edn,,Correa,679,1995-03-09,172,254408,right,\u00c1. Correa,null
70,Iv\u00e1n,,Rodr\u00edguez del Pozo,683,1996-04-30,180,352748,right,Iv\u00e1n Rodr\u00edguez,null
62,Ergys,,Ka\u00e7e,12508,1993-07-08,171,93608,right,E. Ka\u00e7e,null
75,Du\u0161an,,Basta,3162,1984-08-18,185,20575,right,D. Basta,null
90,Jean-Claude,,Billong,3219,1993-12-28,192,385655,right,J. Billong,null
68,Gauthier,,Banaziak,3789,1997-05-25,183,352898,,G. Banaziak,null
71,Takuma,,Asano,2445,1994-11-10,173,254649,right,T. Asano,null
78,Kelvin,,Amian Adou,3780,1998-02-08,180,352986,right,K. Amian,4425
83,Dayotchanculle,,Upamecano,2975,1998-10-27,185,352988,right,D. Upamecano,null
75,Jean-Victor,,Makengo,3775,1998-06-12,177,352992,left,J. Makengo,4426
77,Yann,,Karamoh,3161,1998-07-08,185,352993,right,Y. Karamoh,null
66,Rafael Alexandre,,Fernandes Ferreira da Silva,9607,1993-05-17,171,222676,right,Rafa Silva,null
70,John Stiven,,Mendoza Valencia,3789,1992-06-27,171,90880,left,S. Mendoza,null
78,Anthony,,Mandrea,3799,1996-12-25,186,287521,right,A. Mandrea,null
82,Hugo,,Lloris,1624,1986-12-26,188,25381,left,H. Lloris,4418
81,Anthony,,Lopes,3766,1990-10-01,184,25382,left,A. Lopes,9905
78,R\u00e9my,,Vercoutre,,1980-06-26,185,25384,right,R. Vercoutre,null
82,Bakary,,Kon\u00e9,3779,1988-04-27,188,25392,right,B. Kon\u00e9,null
84,Dejan,,Lovren,1612,1989-07-05,188,25393,right,D. Lovren,9598
75,Samuel Yves,,Umtiti,676,1993-11-14,182,25397,left,S. Umtiti,4418
71,Mehdi,,Zeffane,3774,1992-05-19,176,25399,right,M. Zeffane,null
70,Jordan,,Ferri,3766,1992-03-12,172,25403,right,J. Ferri,null
76,Maxime,,Gonalons,3158,1989-03-10,187,25405,right,M. Gonalons,null
82,Yoann ,,Gourcuff,3774,1986-07-11,185,25406,right,Y. Gourcuff,null
72,Cl\u00e9ment,,Grenier,3785,1991-01-07,186,25407,right,C. Grenier,null
79,Kim,,K\u00e4llstr\u00f6m,,1982-08-24,185,25408,left,K. K\u00e4llstr\u00f6m,null
79,Alassane,,Pl\u00e9a,3775,1993-03-10,181,25410,right,A. Pl\u00e9a,null
84,Jimmy,,Briand,3785,1985-08-02,181,25411,right,J. Briand,null
94,Alphonse,,Ar\u00e9ola,3767,1993-02-27,195,25418,right,A. Ar\u00e9ola,4418
80,Salvatore,,Sirigu,3185,1987-01-12,192,25421,right,S. Sirigu,3757
81,Milan,,Bi\u0161evac,3777,1983-08-31,185,25423,right,M. Bi\u0161evac,null
70,Christophe,,Jallet,3775,1983-10-31,178,25427,right,C. Jallet,null
75,Lo\u00efck,,Landre,3193,1992-05-05,182,25428,right,L. Landre,null
85,M\u00edchel,,Macedo Rocha Machado,,1990-02-15,176,4238,right,M\u00edchel,null
90,Mathieu,,Bodmer,3789,1982-11-22,190,25433,right,M. Bodmer,null
70,Blaise,,Matuidi,3159,1987-04-09,175,25437,left,B. Matuidi,4418
83,Thiago,,Motta,,1982-08-28,187,25439,left,T. Motta,null
78,Javier Mat\u00edas,,Pastore,3767,1989-06-20,187,25440,right,J. Pastore,null
85,Kalifa,,Coulibaly,3770,1991-08-21,197,25444,right,K. Coulibaly,19001
70,Kevin,,Gameiro,679,1987-05-09,172,25445,right,K. Gameiro,null
69,S\u00e9bastien,,Corchia,680,1990-11-01,176,25452,right,S. Corchia,null
89,Franco,,Armani,12069,1986-01-16,189,90991,right,F. Armani,12274
80,J\u00e9r\u00f4me,,Roussillon,3787,1993-01-06,175,25457,left,J. Roussillon,null
74,Ryad,,Boudebouz,684,1990-02-19,177,25461,left,R. Boudebouz,16009
86,Breel-Donald,,Embolo,2449,1997-02-14,184,282772,right,B. Embolo,6697
62,Vincent,,Nogueira,3779,1988-01-16,170,25467,right,V. Nogueira,null
73,Sanjin,,Prci\u0107,3774,1993-11-20,181,25470,right,S. Prci\u0107,null
70,Abdoul Razzagui,,Camara,3785,1990-02-20,178,25474,left,R. Camara,null
64,Juan Fernando,,Quintero Paniagua,12069,1993-01-18,169,91019,left,J. Quintero,12430
83,Thomas,,Monconduit,3789,1991-02-10,184,25492,right,T. Monconduit,null
77,Georges Constant,,Mandjeck,3777,1988-12-09,185,25503,right,G. Mandjeck,null
80,Soualiho,,Me\u00eft\u00e9,3772,1994-03-17,187,25504,right,S. Me\u00eft\u00e9,null
82,S\u00e9bastien,,Haller,2462,1994-06-22,190,25512,right,S. Haller,null
82,Paul-Georges,,Ntep de Madiba,3782,1992-07-29,180,25514,right,P. Ntep,null
74,Yaya,,Sanogo,3780,1993-01-27,191,25517,right,Y. Sanogo,null
87,Maxime,,Dup\u00e9,3770,1993-03-04,186,25519,right,M. Dup\u00e9,null
80,Erwin,,Zelazny,3795,1991-09-22,186,25521,right,E. Zelazny,null
71,L\u00e9vy Koffi,,Djidji,3770,1992-11-30,184,25523,right,K. Djidji,null
77,Jonathan,,Martins-Pereira,3785,1986-01-30,182,25526,right,J. Martins-Pereira,null
81,Daniel Alejandro,,Torres Rojas,696,1989-11-15,183,91064,right,D. Torres,null
73,Vincent,,Bessat,,1985-11-08,178,25532,left,V. Bessat,null
73,Issa,,Cissokho,,1985-02-23,173,25534,right,I. Cissokho,null
66,Jordan,,Veretout,3176,1993-03-01,178,25541,right,J. Veretout,null
82,Steve,,Mandanda,3771,1985-03-28,185,25552,right,S. Mandanda,4418
75,C\u00e9sar,,Azpilicueta Tanco,1610,1989-08-28,178,25553,right,Azpilicueta,1598
71,J\u00e9r\u00e9my,,Morel,3766,1984-04-02,172,25557,left,J. Morel,null
77,Nicolas,,N'Koulou,3185,1990-03-27,184,25558,right,N. N'Koulou,null
68,Morgan,,Amalfitano,,1985-03-20,176,25562,right,M. Amalfitano,null
80,Lo\u00efc,,R\u00e9my,698,1987-01-02,185,25577,right,L. R\u00e9my,null
71,Jaroslav,,Pla\u0161il,3772,1982-01-05,184,25596,right,J. Pla\u0161il,null
80,Gr\u00e9gory,,Sertic,3771,1989-08-05,183,25598,right,G. Sertic,null
90,Cheick Tidiane,,Diabat\u00e9,3219,1988-04-25,194,25601,right,C. Diabat\u00e9,null
73,Henri,,Saivet,4513,1990-10-26,175,25604,right,H. Saivet,null
75,Emiliano,,Sala,3770,1990-10-30,187,25605,right,E. Sala,null
76,Perparim,,Hetemaj,3165,1986-12-12,175,20653,right,P. Hetemaj,4849
72,Chaouki,,Ben Saada,3795,1984-07-01,170,25616,left,C. Ben Saada,null
82,Miguel \u00c1ngel,,Borja Hern\u00e1ndez,5646,1993-01-26,183,91156,right,M. Borja,12430
69,Thorgan,,Hazard,2454,1993-03-29,174,25622,right,T. Hazard,5629
80,Geoffrey,,Kondogbia,674,1993-02-15,188,25623,left,G. Kondogbia,null
75,Ludovic,,Baal,3774,1986-05-24,176,25625,left,L. Baal,18799
76,Stefan,,Posch,2482,1997-05-14,188,282799,right,S. Posch,null
88,Beno\u00eet,,Costil,3772,1987-07-03,187,25632,right,B. Costil,null
82,Abdoulaye,,Diallo,3774,1992-03-30,191,25633,right,A. Diallo,19314
73,Romain,,Danz\u00e9,3774,1986-07-03,184,25637,right,R. Danz\u00e9,null
78,Dimitri,,Foulquier,3779,1993-03-23,183,25638,right,D. Foulquier,null
87,Abdou Kader,,Mangane,,1983-03-23,193,25641,right,K. Mangane,null
84,K\u00e9vin,,Th\u00e9ophile Catherine,3782,1989-10-28,183,25643,right,K. Th\u00e9ophile Catherine,null
76,Julien,,F\u00e9ret,3783,1982-07-05,187,25647,right,J. F\u00e9ret,null
82,Yann,,M'Vila,3782,1990-06-29,182,25649,right,Y. M'Vila,null
68,Vincent,,Pajot,3782,1990-09-18,180,25650,right,V. Pajot,null
76,Sergio,,Pellissier,3165,1979-04-12,175,20662,right,S. Pellissier,null
88,St\u00e9phane,,Bahoken,3779,1992-05-28,185,25673,right,S. Bahoken,null
76,Mathieu,,Debuchy,3782,1985-07-28,177,25700,right,M. Debuchy,null
74,Lucas,,Digne,676,1993-07-20,178,25701,left,L. Digne,null
72,Florent,,Balmont,3804,1980-02-02,168,25704,right,F. Balmont,null
93,Bakary Adama,,Soumaoro,3776,1992-06-18,186,25710,right,A. Soumaoro,null
77,Dimitri ,,Payet,3771,1987-03-29,175,25714,right,D. Payet,null
82,Ronny,,Rodelin,3783,1989-11-18,192,25715,right,R. Rodelin,null
85,Axel,,Werner,679,1996-02-28,192,222324,right,A. Werner,null
89,Kalidou,,Koulibaly,3187,1991-06-20,195,25726,right,K. Koulibaly,19314
69,Yeni Atito,,N'Gbakoto,3785,1992-01-23,173,25741,right,Y. N'Gbakoto,18538
65,Bouna,,Sarr,3771,1992-01-31,177,25743,right,B. Sarr,null
85,Benjamin,,Mendy,1625,1994-07-17,185,26136,left,B. Mendy,4418
82,Jonathan,,Rivierez,3777,1989-05-18,181,26138,right,J. Rivierez,null
82,Andrea,,Raggi,19830,1984-06-24,187,20677,right,A. Raggi,null
70,Yannick,,Cahuzac,3780,1985-01-18,178,25764,right,Y. Cahuzac,null
70,Florian,,Thauvin,3771,1993-01-26,179,25770,left,F. Thauvin,4418
76,Wahbi,,Khazri,3782,1991-02-08,182,25776,right,W. Khazri,16276
89,Yohann,,Pel\u00e9,3771,1982-11-04,196,25781,right,Y. Pel\u00e9,null
84,Aymen,,Abdennour,3771,1989-08-06,187,25784,left,A. Abdennour,null
80,Daniel,,Congr\u00e9,3787,1985-04-05,185,25786,right,D. Congr\u00e9,null
79,Cheikh,,M'Bengue,3782,1988-07-23,182,25789,left,C. M'Bengue,null
77,Steeve,,Yago,3780,1992-12-16,180,25791,right,S. Yago,null
68,Wissam,,Ben Yedder,680,1990-08-12,170,25795,right,W. Ben Yedder,null
